Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
2019133719OT28616,MONMOUTH,OCEAN TWP,11/20/2019,WE,0007,01,OCEAN TWP PD (MONMOUTH),ZONE 42,0,0,0,0,P,B,N,N,12,1,DEAL RD,W,,,13371368__,,07,,01,04,02,01,06,01,05,01,70,FE,W,STEVEN ROAD,,,,40,25,24,40.253480,74.019680,N,,37299
2019133719OT28626,MONMOUTH,OCEAN TWP,11/20/2019,WE,0732,01,OCEAN TWP PD (MONMOUTH),ZONE 52,0,0,0,0,P,B,N,N,06,2,550 W PARK AVE,,,,,,08,,01,04,02,01,01,01,05,01,,,,,,,,,,28,40.266140,74.031070,N,,37290
2019133719OT28627,MONMOUTH,OCEAN TWP,11/20/2019,WE,0736,01,OCEAN TWP PD (MONMOUTH),ZONE 52,0,0,0,0,P,B,N,N,02,2,DEAL RD,E,,,13371368__,1.20,07,,01,04,02,01,01,01,05,01,15,FE,W,LOGAN RD,,,,40,35,26,40.252120,74.035070,N,,37259
2019133719OT28630,MONMOUTH,OCEAN TWP,11/20/2019,WE,0752,01,OCEAN TWP PD (MONMOUTH),ZONE #51,0,0,0,0,P,B,N,N,12,1,GREEN GROVE RD,N,,,13341417__,3.39,07,,01,04,02,01,01,01,05,01,50,FE,N,KELLY CT,,,,40,25,24,,,N,,37240
2019133719OT28646,MONMOUTH,OCEAN TWP,11/20/2019,WE,0948,01,OCEAN TWP PD (MONMOUTH),ZONE 52,0,0,0,0,P,I,N,N,02,2,DEAL RD,W,,,13371368__,1.43,07,,01,04,02,01,01,01,05,01,,AT,,NJ 35,,,,40,50,26,40.251830,74.039410,N,,37290
2019133719OT28664,MONMOUTH,OCEAN TWP,11/20/2019,WE,1236,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,I,N,N,11,1,NJ 66,W,66,,00000066__,3.00,02,,03,04,02,01,01,01,03,01,,AT,,,T,NJ 18,NB,50,,56,,,N,,37259
2019133719OT28667,MONMOUTH,OCEAN TWP,11/20/2019,WE,1309,01,OCEAN TWP PD (MONMOUTH),ZONE 55,0,0,0,0,P,B,N,N,01,2,NJ 35,N,35,,00000035__,,02,,02,04,02,01,01,01,02,01,,,,,,,,50,,26,,,N,,37304
2019133719OT28677,MONMOUTH,OCEAN TWP,11/20/2019,WE,1430,01,OCEAN TWP PD (MONMOUTH),ZONE #52,0,0,0,0,P,I,N,N,07,2,NJ 35,N,35,,00000035__,26.58,02,,01,04,02,01,01,01,01,01,,AT,,DEAL RD,,,,50,40,26,40.247850,74.055050,N,,37240
2019133719OT28701,MONMOUTH,OCEAN TWP,11/20/2019,WE,2335,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,26.16,02,,01,04,02,01,06,01,01,01,300,FE,N,BLOOMFIELD AVE,,,,50,25,26,,,N,,37298
2019133719OT28775,MONMOUTH,OCEAN TWP,11/21/2019,TH,1029,01,OCEAN TWP PD (MONMOUTH),54,0,0,0,0,P,B,N,N,01,2,NJ 35,W,35,,00000035__,,02,,02,06,02,01,01,01,03,01,,,,,,,,50,,26,40.225910,74.038020,N,,37246
2019133719OT28792,MONMOUTH,OCEAN TWP,11/21/2019,TH,1319,01,OCEAN TWP PD (MONMOUTH),51,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,27.56,02,,01,04,02,01,01,01,01,01,500,FE,N,WEST PARK AVE,,,,50,40,26,40.266040,74.042490,N,,37246
2019133719OT28807,MONMOUTH,OCEAN TWP,11/21/2019,TH,1509,01,OCEAN TWP PD (MONMOUTH),55,0,0,0,0,P,B,N,N,02,2,NJ 35,N,35,,00000035__,24.80,02,,02,04,02,01,01,01,02,01,,,,,,,,50,,26,40.225910,74.038020,N,,37246
2019133719OT28808,MONMOUTH,OCEAN TWP,11/21/2019,TH,1533,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,02,2,NJ 35,S,35,,00000035__,,02,,03,06,02,01,01,01,02,01,,,,,,,,50,,26,40.226790,74.039410,N,,37277
2019133719OT28903,MONMOUTH,OCEAN TWP,11/22/2019,FR,2032,01,OCEAN TWP PD (MONMOUTH),51 ZONE,0,0,0,0,P,B,N,N,01,2,WEST PARK AVE,W,,,13361373__,1.69,07,,01,04,02,01,06,01,05,01,500,FE,W,NJ 18,,,,45,65,26,40.261250,74.063220,N,,37295
2019133719OT28983,MONMOUTH,OCEAN TWP,11/23/2019,SA,2303,01,OCEAN TWP PD (MONMOUTH),51 ZONE,0,1,0,0,I,I,N,N,03,2,WEST PARK AVE,W,,,13361373__,,07,,01,04,01,02,06,02,05,01,,AT,,COLT ROAD,,,,40,25,26,40.263220,74.046670,N,,37295
2019133719OT29039,MONMOUTH,OCEAN TWP,11/24/2019,SU,2139,01,OCEAN TWP PD (MONMOUTH),51 ZONE,0,1,0,0,I,I,N,N,03,2,NJ 35,S,35,,00000035__,27.47,02,,01,04,01,01,06,01,01,01,,AT,,WEST PARK AVE,,,,50,40,26,40.264660,74.041930,N,,37295
2019133719OT29045,MONMOUTH,OCEAN TWP,11/25/2019,MO,0753,01,OCEAN TWP PD (MONMOUTH),ZONER # 54,0,0,0,0,P,B,N,N,01,2,NJ 35,W,35,,00000035__,,02,,02,04,02,01,01,01,03,01,25,FE,E,NJ 35,,,,35,50,26,40.226790,74.039410,N,,37240
2019133719OT29066,MONMOUTH,OCEAN TWP,11/25/2019,MO,1351,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,B,N,N,11,1,NJ 18,S,18,,00000018__,11.40,02,,03,04,02,01,01,01,03,01,,,,,F,DEAL RD,WB,65,,60,,,N,,37304
2019133719OT29070,MONMOUTH,OCEAN TWP,11/25/2019,MO,1419,01,OCEAN TWP PD (MONMOUTH),ZONE 52,0,0,0,0,P,I,N,N,03,2,WEST PARK AVE,W,,,13361373__,,07,,01,04,02,01,01,01,04,01,,AT,,JOHN HUSS LANE,,,,40,,26,40.265210,74.040260,N,,37301
2019133719OT29072,MONMOUTH,OCEAN TWP,11/25/2019,MO,1507,01,OCEAN TWP PD (MONMOUTH),ZONE 55,0,0,0,0,P,B,N,N,06,2,GRIFFIN PL **,E,,,13371245__,.10,07,,01,04,02,00,00,00,05,01,50,FE,W,BALLARD DR,,,,25,25,26,40.227440,74.025100,N,,37290
2019133719OT29081,MONMOUTH,OCEAN TWP,11/25/2019,MO,1732,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,1,0,0,I,B,N,N,01,2,NJ 35,S,35,,00000035__,26.19,02,,01,04,02,01,06,01,01,01,500,FE,N,BLOOMFIELD AVE,,,,50,,26,40.245000,74.038020,N,,37290
2019133719OT29122,MONMOUTH,OCEAN TWP,11/26/2019,TU,0749,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,I,N,N,03,2,KINGS HWY **,S,,,13371299__,.22,07,,01,04,02,01,01,01,,,,AT,,COLLINS RD,,,,25,15,,40.264770,74.043210,N,,37285
2019133719OT29138,MONMOUTH,OCEAN TWP,11/26/2019,TU,1021,01,OCEAN TWP PD (MONMOUTH),ZONE 53,0,1,0,0,I,B,N,N,01,2,MONMOUTH COUNTY 15,N,15,,13000015__,3.23,05,,01,04,02,01,01,01,05,01,15,FE,S,W PARK AVE,,,,35,35,26,40.270970,74.015870,N,,37277
2019133719OT29150,MONMOUTH,OCEAN TWP,11/26/2019,TU,1317,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,B,N,N,02,2,NJ 35,S,35,,00000035__,27.48,02,,01,04,02,01,01,01,01,01,50,FE,N,WEST PARK AVE,,,,50,40,26,40.264780,74.042620,N,,37285
2019133719OT29152,MONMOUTH,OCEAN TWP,11/26/2019,TU,1331,01,OCEAN TWP PD (MONMOUTH),ZONE # 51,0,0,0,0,P,B,N,N,01,2,WEST PARK AVE,E,,,13361373__,2.09,07,,01,04,02,01,01,01,05,01,300,FE,W,LYNN DR / POPLAR RD,,,,40,40,26,40.255920,74.051520,N,,37240
2019133719OT29171,MONMOUTH,OCEAN TWP,11/26/2019,TU,1757,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,01,2,NJ 35,N,35,,00000035__,,02,,02,04,02,01,07,01,03,01,,,,,,,,50,,26,,,N,,37304
2019133719OT29212,MONMOUTH,OCEAN TWP,11/27/2019,WE,0716,01,OCEAN TWP PD (MONMOUTH),ZONE 4,0,0,0,0,P,B,N,N,06,2,3605 SUNSET AVE,W,,,,,09,,00,04,02,01,01,01,,01,100,FE,W,SUNSET AVE,,,,,35,28,40.239270,74.049470,N,,37300
2019133719OT29229,MONMOUTH,OCEAN TWP,11/27/2019,WE,1106,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,1,0,0,I,B,N,N,01,2,NJ 35,S,35,,00000035__,25.45,02,,03,04,02,01,01,05,01,,,,,,T,US 40 / SUNSET AVENUE,EB,50,,26,40.235710,74.037980,N,,37263
2019133719OT29236,MONMOUTH,OCEAN TWP,11/27/2019,WE,1150,01,OCEAN TWP PD (MONMOUTH),53 ZONE,0,0,0,0,P,I,N,N,01,2,MONMOUTH COUNTY 15,N,15,,13000015__,1.68,05,,01,04,02,01,01,01,05,01,,AT,S,ROSELD AVE,,,,40,25,26,40.252650,74.012820,N,,37266
2019133719OT29240,MONMOUTH,OCEAN TWP,11/27/2019,WE,1256,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,I,N,N,03,2,NJ 35,S,35,,00000035__,27.47,02,,01,04,02,01,01,01,01,01,,AT,,WEST PARK AVE,,,,50,35,26,40.257900,74.040520,N,,37282
2019133719OT29269,MONMOUTH,OCEAN TWP,11/27/2019,WE,1557,01,OCEAN TWP PD (MONMOUTH),54,0,1,0,0,I,B,N,N,01,4,NJ 66,W,66,,00000066__,3.58,02,,01,04,02,01,01,01,03,01,200,FE,W,NJ 35,,,,50,50,26,,,N,,
2019133719OT29273,MONMOUTH,OCEAN TWP,11/27/2019,WE,1714,01,OCEAN TWP PD (MONMOUTH),51 ZONE,0,0,0,0,P,B,N,N,01,2,COLT RD,E,,,,,07,,03,04,02,01,06,01,02,01,2,FE,W,NJ 35,,,,25,50,26,,,N,,37266
2019133719OT29276,MONMOUTH,OCEAN TWP,11/27/2019,WE,1733,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,I,N,N,07,2,MONMOUTH COUNTY 16,W,16,,13000016__,2.60,05,,01,04,02,01,06,01,05,01,,AT,,GREEN GROVE RD,,,,35,35,26,40.229540,74.054800,N,,37282
2019133719OT29286,MONMOUTH,OCEAN TWP,11/27/2019,WE,2044,01,OCEAN TWP PD (MONMOUTH),51 ZONE,0,0,0,0,P,I,N,N,03,2,WEST PARK AVE,S,,,13361373__,.99,07,,01,04,01,01,07,01,05,01,,AT,,GREEN GROVE RD / HOPE RD,,,,40,40,26,40.259260,74.073500,N,,37295
2019133719OT29320,MONMOUTH,OCEAN TWP,11/28/2019,TH,1300,01,OCEAN TWP PD (MONMOUTH),53 ZONE,0,0,0,0,P,B,N,N,08,2,NJ 71,S,71,,00000071__,12.25,02,,01,04,02,01,01,01,05,01,350,FE,N,PARK AVE,,,,35,35,26,40.270610,74.002230,N,,37266
2019133719OT29375,MONMOUTH,OCEAN TWP,11/29/2019,FR,1228,01,OCEAN TWP PD (MONMOUTH),ZONE # 55,0,0,0,0,P,B,N,N,01,2,SUNSET AVE,E,,,13371213__,.09,07,,01,04,02,01,01,01,05,01,500,FE,E,NJ 35,,,,35,50,26,40.234930,74.036580,N,,37240
2019133719OT29387,MONMOUTH,OCEAN TWP,11/29/2019,FR,1521,01,OCEAN TWP PD (MONMOUTH),ZONE # 51,0,0,0,0,P,B,N,N,02,2,NJ 35,S,35,,00000035__,27.53,02,,01,04,02,01,01,01,01,01,300,FE,N,WEST PARK AVE,,,,50,40,26,40.264790,74.042520,N,,37240
2019133719OT29462,MONMOUTH,OCEAN TWP,11/30/2019,SA,1947,01,OCEAN TWP PD (MONMOUTH),54,0,0,0,0,P,B,N,N,11,1,COLD INDIAN SPRINGS RD,S,,,,,07,,02,04,02,01,05,01,05,01,75,FE,N,CR 16,,,,35,45,56,40.234740,74.076340,N,MAILBOX AT 243 COLD INDIAN SPRINGS RD,37268
2019133719OT29565,MONMOUTH,OCEAN TWP,12/02/2019,MO,1446,01,OCEAN TWP PD (MONMOUTH),53 ZONE,0,0,0,0,P,B,N,N,05,2,NJ 71,S,71,,00000071__,12.42,02,,01,04,02,03,01,03,05,01,200,FE,S,ALPERN AVE,,,,35,25,26,40.274490,74.002820,N,,37266
2019133719OT29583,MONMOUTH,OCEAN TWP,12/02/2019,MO,2016,01,OCEAN TWP PD (MONMOUTH),51 ZONE,0,0,0,0,P,B,N,N,10,1,NJ 18,N,18,,00000018__,12.07,02,,01,04,02,03,06,03,01,01,,,S,WEST PARK AVE,,,,50,40,53,40.259980,74.058680,N,STATE DOT LIGHT POLE,37295
2019133719OT29619,MONMOUTH,OCEAN TWP,12/03/2019,TU,1339,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,07,2,ROSE AVE / VALLEY RD **,W,,,13371331__,.38,07,,02,04,02,02,01,01,05,01,500,FE,E,KNEELY BVLD,,,,35,25,26,40.240690,74.042740,N,,37282
2019133719OT29636,MONMOUTH,OCEAN TWP,12/03/2019,TU,1457,01,OCEAN TWP PD (MONMOUTH),51,0,0,0,0,P,B,N,N,01,2,NJ 18,N,18,,00000018__,11.37,02,,03,05,02,01,01,01,03,01,,,,DEAL RD,,,,50,,26,40.250080,74.056380,N,,37227
2019133719OT29642,MONMOUTH,OCEAN TWP,12/03/2019,TU,1611,01,OCEAN TWP PD (MONMOUTH),52,0,0,0,0,P,B,N,N,11,1,ALLAIRE AVE **,,,,13371330__,.27,07,,01,04,02,03,06,01,05,01,,,,LOGAN RD,,,,,,56,40.243580,74.035990,N,,37241
2019133719OT29658,MONMOUTH,OCEAN TWP,12/03/2019,TU,1817,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,1,0,0,I,B,N,N,01,2,NJ 35,E,35,,00000035__,26.77,02,,01,04,02,01,06,01,04,01,10,FE,W,WILLOW DR,,,,25,50,26,40.235710,74.037980,N,,37302
2019133719OT29703,MONMOUTH,OCEAN TWP,12/04/2019,WE,1204,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,24.86,02,,02,04,02,01,01,01,02,01,,,,,,,,50,,26,40.226790,74.039410,N,,37259
2019133719OT29735,MONMOUTH,OCEAN TWP,12/04/2019,WE,1918,01,OCEAN TWP PD (MONMOUTH),ZONE 55,0,0,0,0,P,B,N,N,12,1,MONMOUTH COUNTY 40,W,40,,13000040__,.45,07,,01,04,02,02,07,02,05,01,75,FE,W,STEWART AVE,,,,35,25,24,40.232380,74.027370,N,,37298
2019133719OT29810,MONMOUTH,OCEAN TWP,12/05/2019,TH,1522,01,OCEAN TWP PD (MONMOUTH),ZONE 55,0,0,0,0,P,I,N,N,11,1,LAKEVIEW AVE **,W,,,13371237__,,07,,01,04,02,01,01,01,05,01,,AT,,BERKELEY AVE,,,,25,25,69,,,N,JCP&L POLE #JC11720C,37304
2019133719OT29851,MONMOUTH,OCEAN TWP,12/05/2019,TH,2215,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,01,2,NJ 18,N,18,,00000018__,10.37,02,,02,04,02,01,07,01,03,01,5280,FE,S,DEAL RD,,,,65,45,26,40.232680,74.050300,N,,37292
2019133719OT29962,MONMOUTH,OCEAN TWP,12/07/2019,SA,1055,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,B,N,N,12,1,KENNETH DR **,S,,,13371308__,.00,07,,01,04,02,01,01,01,05,01,10,FE,S,POPLAR RD,,,,35,25,24,40.253420,74.050880,N,,37263
2019133719OT29974,MONMOUTH,OCEAN TWP,12/07/2019,SA,1343,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,26.04,02,,01,04,02,01,01,01,01,01,528,FE,N,ALLAIRE AVE,,,,50,25,26,40.245270,74.037460,N,,37263
2019133719OT30102,MONMOUTH,OCEAN TWP,12/09/2019,MO,1117,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,B,N,N,11,1,NJ 18,S,18,,00000018__,12.00,02,,03,04,02,02,01,02,02,01,25,FE,,,T,WEST PARK AVE,EB,50,,56,,,N,,37304
2019133719OT30110,MONMOUTH,OCEAN TWP,12/09/2019,MO,1257,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,B,N,N,99,2,NJ 35,S,35,,00000035__,27.89,02,,01,04,02,02,01,02,01,01,150,FE,N,KINGS HWY,,,,50,35,30,40.270870,74.042610,N,,37290
2019133719OT30115,MONMOUTH,OCEAN TWP,12/09/2019,MO,1350,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,07,2,SUNSET AVE,E,,,13371213__,.00,07,,01,04,02,02,01,02,05,01,200,FE,W,NJ 35,,,,35,50,26,,,N,,37304
2019133719OT30215,MONMOUTH,OCEAN TWP,12/10/2019,TU,1903,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,26.10,02,,01,04,02,02,06,02,01,01,150,FE,S,BLOOMFIELD AVE,,,,50,25,26,40.246140,74.038480,N,,37297
2019133719OT30257,MONMOUTH,OCEAN TWP,12/11/2019,WE,0828,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,02,2,DEAL RD,E,,,13371368__,1.43,07,,01,04,02,02,01,03,05,01,,,W,NJ 35,,,,35,,26,40.248550,74.040130,N,,37280
2019133719OT30282,MONMOUTH,OCEAN TWP,12/11/2019,WE,1406,01,OCEAN TWP PD (MONMOUTH),55,0,0,0,0,P,B,N,N,01,2,NJ 35,W,35,,00000035__,24.86,02,,02,04,02,02,01,01,03,01,,,,NJ 66,,,,50,,26,40.226790,74.039410,N,,37241
2019133719OT30293,MONMOUTH,OCEAN TWP,12/11/2019,WE,1621,01,OCEAN TWP PD (MONMOUTH),52,0,0,0,0,P,B,N,N,01,2,NJ 35,N,35,,00000035__,26.02,02,,01,04,02,01,01,01,01,01,100,FE,S,ALLAIRE AVE,,,,50,35,26,40.243050,74.032780,N,,37241
2019133719OT30295,MONMOUTH,OCEAN TWP,12/11/2019,WE,1622,01,OCEAN TWP PD (MONMOUTH),ZONE 55,0,0,0,0,P,I,N,N,11,1,LOGAN RD,E,,,13371367__,.59,07,,01,04,02,02,01,05,05,01,,AT,,ROSELD AVE,,,,25,25,50,40.242530,74.032540,N,LAWN OF 1108 ROSELD AVENUE  25 MPH SIGN  AND A MAILBOX,37263
2019133719OT30426,MONMOUTH,OCEAN TWP,12/13/2019,FR,0700,01,OCEAN TWP PD (MONMOUTH),ZONE 53,0,0,0,0,P,B,N,N,11,1,272 NORWOOD AVE,,,,,,09,,01,04,02,01,01,01,05,01,,,,,,,,,,69,40.258630,74.000200,N,VERIZON POLE (UNKNOWN POLE #),37290
2019133719OT30510,MONMOUTH,OCEAN TWP,12/14/2019,SA,1100,01,OCEAN TWP PD (MONMOUTH),ZONE 52,0,2,0,0,I,B,N,N,02,2,NJ 35,N,35,,00000035__,27.45,02,,01,04,02,02,01,02,01,01,100,FE,S,WEST PARK AVE,,,,50,40,26,,,N,,37304
2019133719OT30519,MONMOUTH,OCEAN TWP,12/14/2019,SA,1212,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,B,N,N,15,1,GREEN GROVE RD / HOPE RD,N,,,13341417__,2.99,07,,01,04,02,02,01,02,05,01,500,FE,N,DEAL RD,,,,35,35,19,40.251940,74.074060,N,,37282
2019133719OT30522,MONMOUTH,OCEAN TWP,12/14/2019,SA,1317,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,25.44,02,,01,04,02,02,01,02,01,01,30,FE,S,US 40 / SUNSET AVE,,,,50,35,26,40.235710,74.037980,N,,37282
2019133719OT30524,MONMOUTH,OCEAN TWP,12/14/2019,SA,1403,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,02,2,NJ 66,W,66,,00000066__,3.22,02,,01,04,02,02,01,02,03,01,30,FE,E,NEPTUNE BLVD,,,,50,25,,40.228550,74.047580,N,,37285
2019133719OT30541,MONMOUTH,OCEAN TWP,12/14/2019,SA,1826,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,02,2,NJ 35,S,35,,00000035__,24.86,02,,02,04,02,02,06,02,03,01,,,,NJ 66,,,,50,,26,40.226320,74.037530,N,,37282
2019133719OT30544,MONMOUTH,OCEAN TWP,12/14/2019,SA,1932,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,1,0,0,I,B,N,N,11,1,NJ 18,S,18,,00000018__,9.89,02,,01,04,02,02,05,01,03,01,200,FE,N,NJ 66 / ASBURY AVE,,,,65,50,60,40.228810,74.050280,N,,37286
2019133719OT30571,MONMOUTH,OCEAN TWP,12/15/2019,SU,0917,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,1,0,0,I,B,N,N,04,2,OAK TREE LN **,E,,,13371398__,.21,07,,01,04,02,01,01,01,05,01,20,FE,W,ROLLER RD,,,,25,35,26,40.248870,74.048750,N,,37282
2019133719OT30623,MONMOUTH,OCEAN TWP,12/15/2019,SU,2001,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,Y,N,11,1,NJ 66,W,66,,00000066__,3.26,02,,01,04,02,01,05,01,02,01,250,FE,E,NEPTUNE BLVD,,,,50,25,52,40.226790,74.039410,Y,GUIDE RAIL ON SR 66 AND POLE #BT356,37286
2019133719OT30639,MONMOUTH,OCEAN TWP,12/16/2019,MO,0809,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,01,2,NJ 18,N,18,,00000018__,11.00,02,,01,04,02,01,01,05,03,01,264,FE,,,T,DEAL RD,EB,65,,26,40.250060,74.056630,N,,37263
2019133719OT30695,MONMOUTH,OCEAN TWP,12/16/2019,MO,1725,01,OCEAN TWP PD (MONMOUTH),ZONE 51,0,0,0,0,P,B,N,N,01,2,DEAL RD,W,,,13371368__,1.74,07,,01,04,02,01,07,05,05,01,25,FE,W,GARDEN DR / MCKINLEY DR,,,,35,25,26,40.251230,74.042870,N,,37263
2019133719OT30711,MONMOUTH,OCEAN TWP,12/16/2019,MO,1852,01,OCEAN TWP PD (MONMOUTH),ZONE 43,0,0,0,0,P,I,N,N,01,2,NJ 35,S,35,,00000035__,26.10,02,,01,04,02,02,07,02,01,01,,AT,,BLOOMFIELD AVE,,,,50,25,26,40.245000,74.038020,N,,37299
2019133719OT30716,MONMOUTH,OCEAN TWP,12/16/2019,MO,2019,01,OCEAN TWP PD (MONMOUTH),51 ZONE,0,0,0,0,P,B,N,N,03,2,MONMOUTH COUNTY 40,W,40,,13000040__,.70,07,,01,04,01,02,07,02,05,01,200,FE,E,COLT RD,,,,40,25,26,40.264190,74.043430,N,,37295
2019133719OT30773,MONMOUTH,OCEAN TWP,12/17/2019,TU,1407,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,0,0,0,P,B,N,N,11,1,NJ 18,S,18,,00000018__,10.00,02,,03,06,02,02,01,02,03,01,250,FE,,,F,NJ 66,WB,65,,56,,,N,,37277
2019133719OT30835,MONMOUTH,OCEAN TWP,12/18/2019,WE,0622,01,OCEAN TWP PD (MONMOUTH),ZONE 53,0,0,0,0,P,B,N,N,08,2,LARCHWOOD AVE **,S,,,13371130__,.05,07,,01,04,02,01,02,01,05,01,40,FE,S,ROOSEVELT AVE,,,,25,35,28,40.260320,74.007760,N,,37259
2019133719OT30882,MONMOUTH,OCEAN TWP,12/18/2019,WE,1747,01,OCEAN TWP PD (MONMOUTH),ZONE 53,0,0,0,0,P,B,N,N,06,2,ROOSEVELT AVE **,W,,,13371041__,.30,07,,01,04,02,01,00,00,04,01,200,FE,W,CR 15 / MONMOUTH RD,,,,35,35,28,40.262680,74.038150,N,,37301
2019133719OT30883,MONMOUTH,OCEAN TWP,12/18/2019,WE,1732,01,OCEAN TWP PD (MONMOUTH),ZONE # 51,0,0,0,0,P,B,N,N,01,3,MONMOUTH COUNTY 14,W,14,,13000014__,1.36,05,,01,04,02,02,06,02,05,01,20,FE,W,CLEARVIEW DR,,,,40,25,26,40.262580,74.048790,N,,37240
2019133719OT30952,MONMOUTH,OCEAN TWP,12/19/2019,TH,1443,01,OCEAN TWP PD (MONMOUTH),ZONE 54,0,1,0,0,I,B,N,N,01,2,NJ 66,W,66,,00000066__,,02,,01,04,02,01,01,01,03,01,20,FE,W,S MALL DRIVE,,,,50,35,02,40.227440,74.044200,N,,37285
2019133719OT30954,MONMOUTH,OCEAN TWP,12/19/2019,TH,1451,01,OCEAN TWP PD (MONMOUTH),53,0,0,0,0,P,B,N,N,01,2,NJ 71,S,71,,00000071__,12.19,02,,01,04,02,01,01,01,05,01,50,FE,N,PARK AVE,,,,35,35,26,40.270610,74.002230,N,,37270
2019133719OT30991,MONMOUTH,OCEAN TWP,12/19/2019,TH,2126,01,OCEAN TWP PD (MONMOUTH),ZONE 55,0,0,0,0,P,B,N,N,06,2,MONMOUTH COUNTY 40,S,40,,13000040__,.70,07,,01,06,02,01,07,01,05,01,1000,FE,S,WICKAPECKO DR,,,,35,35,28,40.231170,74.025930,N,,37278
2019133719OT31012,MONMOUTH,OCEAN TWP,12/20/2019,FR,0912,01,OCEAN TWP PD (MONMOUTH),52,0,0,0,0,P,B,N,N,08,2,NJ 35,N,35,,00000035__,27.66,02,,01,04,02,01,01,01,01,01,1000,FE,N,WEST PARK AVE,,,,50,40,26,,,N,,37241
2019133719OT31034,MONMOUTH,OCEAN TWP,12/20/2019,FR,1322,01,OCEAN TWP PD (MONMOUTH),ZONE 5,0,0,0,0,P,B,N,N,01,2,NJ 35,W,35,,00000035__,24.90,02,,01,04,02,01,01,01,03,01,,,,LINCOLN DR,,,,50,,26,40.225920,74.036530,N,,37300
2019133719OT31148,MONMOUTH,OCEAN TWP,12/21/2019,SA,1536,01,OCEAN TWP PD (MONMOUTH),ZONE 55,0,0,0,0,P,B,N,N,02,2,MONMOUTH COUNTY 16,W,16,,13000016__,4.88,05,,02,04,02,01,01,01,02,01,,,,NJ 35,,,,50,,26,,,N,,37277
