Year(4)-CountyCode(2)-MunicipalityCode(2)-CaseNumber,County Name,Municipality Name,Crash Date,Crash Day of Week,Crash Time,Police Department Code,Police Department,Police Station,Total Killed,Total Injured,Pedestrians Killed,Pedestrians Injured,Severity,Intersection,Alcohol Involved,Hazmat Involved,Crash Type,Total Vehicles,Location,Location Direction,Route,Route Suffix,Std Rte Identifier,MilePost,Road System,Road Character,Road Horizontal Alignment,Road Grade,Road Surface Type,Surface Condition,Light Condition,Environmental Condition,Road Divided By,Temporary Traffic Control Zone,Distance To Cross Street,Unit Of Measurement,Direction From Cross Street,Cross Street Name,Is Ramp,Ramp To/From Route Name,Ramp To/From Route Direction,Posted Speed,Posted Speed Cross Street,First Harmful Event,Latitude,Longitude,Cell Phone In Use Flag,Other Property Damage,Reporting Badge No.
202013522020-00411,MONMOUTH,WALL TWP,02/05/2020,WE,2023,01,WALL TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 18,E,18,,00000018__,6.23,02,,01,04,02,02,06,02,05,01,,AT,W,CR 18 I / BELMAR BLVD,,,,35,40,26,,,N,,206
202013522020-00420,MONMOUTH,WALL TWP,02/06/2020,TH,1543,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,BIRDSALL RD,N,,,,,07,,01,04,02,02,01,02,04,01,,AT,,CR 18,,,,35,50,26,,,N,,200
202013522020-00423,MONMOUTH,WALL TWP,02/07/2020,FR,0819,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 33,W,33,,00000033__,35.27,02,,01,04,02,02,01,05,03,01,50,FE,E,BOWMAN AVE,,,,50,,26,,,N,,149
202013522020-00424,MONMOUTH,WALL TWP,02/07/2020,FR,0949,01,WALL TWP PD,,0,0,0,0,P,B,N,N,08,2,ALLAIRE ROAD,W,,,,,08,,01,04,02,01,01,05,05,01,,,,PARKING LOT OF 2700 ALLAIRE RD,,,,40,15,26,,,N,,202
202013522020-00425,MONMOUTH,WALL TWP,02/07/2020,FR,1016,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 33,S,33,,00000033__,35.85,02,,01,04,02,01,01,01,03,01,2640,FE,N,NJ 34,,,,55,55,26,,,N,,207
202013522020-00427,MONMOUTH,WALL TWP,02/07/2020,FR,1147,01,WALL TWP PD,PATROL,0,1,0,0,I,I,N,N,11,1,NJ 138,E,138,,00000138__,1.19,02,,01,04,02,02,01,05,02,01,,AT,,CLUB DR,,,,55,35,26,,,N,MILE MARKER SIGN FOR 138 EAST MM 1.2,207
202013522020-00428,MONMOUTH,WALL TWP,02/07/2020,FR,1214,01,WALL TWP PD,,0,0,0,0,P,I,N,N,01,2,ROUTE 524,W,524,,00000524__,38.84,05,,03,04,02,02,01,02,,01,,AT,,NJ 35,,,,35,,,,,N,,137
202013522020-00432,MONMOUTH,WALL TWP,02/08/2020,SA,0931,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,16.48,02,,01,00,02,01,01,01,05,01,50,FE,N,LAKEWOOD RD / MARCELLUS AVE,,,,40,,,,,N,,137
202013522020-00435,MONMOUTH,WALL TWP,02/08/2020,SA,1548,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,11,1,NJ 35,N,35,,00000035__,18.78,02,,01,04,02,01,01,01,04,01,,AT,,ROUTE 524 / ALLAIIRE RD,,,,40,45,26,,,N,VEHICLE COLLIDED WITH POLE#JC1692WL NO APPARENT DAMAGE JCP AND L WILL ASSESS,207
202013522020-00442,MONMOUTH,WALL TWP,02/09/2020,SU,1102,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,12,1,MONMOUTH COUNTY 30 II,E,30,2,130000302_,1.07,05,,01,04,02,01,01,01,04,01,1000,FE,W,ACE DR,,,,50,25,24,,,N,,207
202013522020-00445,MONMOUTH,WALL TWP,02/09/2020,SU,1843,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,11,1,CAMPBELL RD **,S,,,13521189__,.09,07,,01,04,02,01,05,01,05,01,500,FE,S,CR 30 / 18TH AVE,,,,25,50,52,,,N,POLE # JC5840WL,208
202013522020-00448,MONMOUTH,WALL TWP,02/10/2020,MO,0711,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 34,N,34,,00000034__,1.97,02,,03,04,02,01,01,02,03,01,,,,,F,ROUTE 524 S,WB,55,,26,,,N,,195
202013522020-00449,MONMOUTH,WALL TWP,02/10/2020,MO,0753,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,NJ 33,,33,,00000033__,35.85,02,,02,04,02,02,01,02,02,01,,AT,,NJ 34,,,,55,55,26,,,N,,195
202013522020-00451,MONMOUTH,WALL TWP,02/10/2020,MO,0916,01,WALL TWP PD,,0,0,0,0,P,I,N,N,02,2,NJ 33,N,33,,00000033__,35.85,02,,02,04,02,01,01,05,03,01,,AT,,NJ 34,,,,55,50,26,,,N,,166
202013522020-00453,MONMOUTH,WALL TWP,02/10/2020,MO,1014,01,WALL TWP PD,,0,0,0,0,P,B,N,N,08,2,AMERICA ST **,,,,13521175__,.01,07,,01,04,02,02,01,02,05,01,30,FE,S,2ND AVE,,,,10,25,26,,,N,,158
202013522020-00454,MONMOUTH,WALL TWP,02/08/2020,SA,1220,01,WALL TWP PD,,0,1,0,0,I,B,N,N,01,2,LAKEWOOD RD **,,,,13521239__,.00,07,,01,04,02,01,01,01,04,01,15,FE,W,NJ 35,,,,35,40,26,,,N,,202
202013522020-00457,MONMOUTH,WALL TWP,02/10/2020,MO,1636,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,01,2,ROUTE 547,S,547,,00000547__,20.96,05,,01,04,02,02,01,02,04,01,450,FE,N,NJ 33,,,,50,55,26,,,N,,195
202013522020-00459,MONMOUTH,WALL TWP,02/10/2020,MO,2056,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,12,1,ROUTE 547,W,547,,00000547__,20.33,05,,01,04,02,02,04,02,05,01,600,FE,W,NJ 33,,,,50,,24,,,N,,209
202013522020-00461,MONMOUTH,WALL TWP,02/11/2020,TU,1355,01,WALL TWP PD,PATROL,0,3,0,0,I,I,N,N,03,2,NJ 33,,33,,00000033__,36.03,02,,01,04,02,01,01,01,05,01,,AT,,ROUTE 547 / SHAFTO RD / WYCKOFF RD,,,,50,35,,,,N,,180
202013522020-00462,MONMOUTH,WALL TWP,02/11/2020,TU,1509,01,WALL TWP PD,,0,0,0,0,P,B,N,N,11,1,NJ 138,E,138,,00000138__,1.83,02,,03,04,02,02,01,02,02,01,,,,,T,NJ 18,NB,55,,56,,,N,,166
202013522020-00464,MONMOUTH,WALL TWP,02/11/2020,TU,1846,01,WALL TWP PD,,0,1,0,0,I,B,N,N,06,3,BRIGHTON AVE / LAKEWOOD AVE,E,,,,,07,,01,04,02,02,06,02,05,01,100,FE,W,LENAPE TR,,,,25,25,28,40.122810,74.060860,N,,
202013522020-00478,MONMOUTH,WALL TWP,02/12/2020,WE,1445,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,03,2,NJ 35,S,35,,00000035__,16.49,02,,01,04,02,01,01,01,04,01,100,FE,N,LAKEWOOD RD / MARCELLUS AVE,,,,40,25,26,,,N,,207
202013522020-00489,MONMOUTH,WALL TWP,02/13/2020,TH,1706,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,11,1,EASY ST / HOSPITAL RD **,W,,,13521118__,1.78,07,,01,04,02,02,03,01,04,01,528,FE,E,CR 21 / SQUANKUM RD,,,,35,45,26,,,N,,207
202013522020-00493,MONMOUTH,WALL TWP,02/14/2020,FR,0728,01,WALL TWP PD,,0,0,0,0,P,I,N,N,03,2,NJ 33,N,33,,00000033__,35.76,02,,03,04,02,01,01,01,02,01,,AT,,ROUTE 547 / ASBURY RD,,,,50,40,26,,,N,,140
202013522020-00495,MONMOUTH,WALL TWP,02/14/2020,FR,1049,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,3,NJ 138,E,138,,00000138__,1.19,02,,01,04,02,01,01,01,01,01,10,FE,W,CLUB DR,,,,55,,26,,,N,,220
202013522020-00501,MONMOUTH,WALL TWP,02/14/2020,FR,1636,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,02,2,NJ 35,N,35,,00000035__,17.49,02,,01,04,02,01,03,01,05,01,25,FE,N,LAUREL AVE,,,,40,,26,,,N,,153
202013522020-00502,MONMOUTH,WALL TWP,02/14/2020,FR,1716,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,NJ 34,,34,,00000034__,7.72,02,,03,04,02,01,03,01,03,01,,AT,,NJ 33,,,,55,55,26,,,N,,200
202013522020-00503,MONMOUTH,WALL TWP,02/14/2020,FR,1813,01,WALL TWP PD,PATROL DIV,0,0,0,0,P,I,N,N,01,2,NJ 70,E,70,,00000070__,59.84,02,,03,04,02,01,07,01,02,01,,AT,,NJ 34 / NJ 35,,,,50,50,26,,,N,,161
202013522020-00510,MONMOUTH,WALL TWP,02/15/2020,SA,0407,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,11,1,NJ 34,N,34,,00000034__,.73,02,,01,04,02,01,07,01,03,01,2112,FE,N,LAKEWOOD RD,,,,55,25,52,,,N,TELEPHONE POLE (#BT6929WT) WAS SNAPPED COMPLETELY IN HALF AT THE BASE. HAD TO B?,194
202013522020-00517,MONMOUTH,WALL TWP,02/16/2020,SU,1357,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,03,2,NJ 33,,33,,00000033__,35.76,02,,03,04,02,01,01,01,02,01,,AT,,ROUTE 547 / ASBURY RD,,,,25,40,26,,,N,,210
202013522020-00524,MONMOUTH,WALL TWP,02/17/2020,MO,1323,01,WALL TWP PD,PATROL,0,3,0,0,I,B,N,N,02,6,NJ 70,W,70,,00000070__,58.77,02,,01,04,02,01,01,01,01,01,100,FE,E,CR 48 / RIVERVIEW DR,,,,55,40,26,,,N,,
202013522020-00533,MONMOUTH,WALL TWP,02/18/2020,TU,0742,01,WALL TWP PD,PATROL,0,2,0,0,I,I,N,N,03,2,MONMOUTH COUNTY 18 I,W,18,1,130000181_,2.28,05,,01,04,02,01,01,05,04,01,,AT,,WYCKOFF RD,,,,50,40,26,,,N,,207
202013522020-00534,MONMOUTH,WALL TWP,02/18/2020,TU,1039,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,NJ 33,,33,,00000033__,35.85,02,,03,04,02,01,01,01,03,01,,AT,,NJ 34,,,,50,55,26,,,N,,164
202013522020-00540,MONMOUTH,WALL TWP,02/18/2020,TU,1535,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,ROUTE 524 SPUR,E,524,S,00000524S_,2.43,05,,03,04,02,01,01,05,05,01,10,FE,W,NJ 35,,,,45,,,,,N,,137
202013522020-00542,MONMOUTH,WALL TWP,02/18/2020,TU,1549,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,01,2,ROUTE 524 SPUR,E,524,S,00000524S_,1.11,05,,01,04,02,01,02,01,05,01,100,FE,E,LANDMARK PL,,,,45,30,26,,,N,,164
202013522020-00543,MONMOUTH,WALL TWP,02/18/2020,TU,1621,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 34,S,34,,00000034__,.35,02,,01,04,02,01,01,01,03,01,100,FE,N,LAKEWOOD RD,,,,55,25,26,,,N,,207
202013522020-00545,MONMOUTH,WALL TWP,02/18/2020,TU,1733,01,WALL TWP PD,,0,1,0,0,I,B,N,N,01,3,NJ 34,S,34,,00000034__,3.89,02,,01,04,02,01,03,01,03,,20,FE,N,US 30 / W EIGHTEENTH AVE,,,,55,35,26,,,N,,
202013522020-00549,MONMOUTH,WALL TWP,02/19/2020,WE,0809,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,03,2,ALLENWOOD RD,S,,,13521019__,2.27,07,,01,04,02,01,01,01,05,01,,AT,,CR 30 II / 18TH AVE,,,,35,50,26,,,N,,200
202013522020-00551,MONMOUTH,WALL TWP,02/19/2020,WE,0950,01,WALL TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 138,E,138,,00000138__,.71,02,,01,04,02,01,01,01,03,01,,AT,,ALLENWOOD RD,,,,55,40,26,,,N,,150
202013522020-00555,MONMOUTH,WALL TWP,02/19/2020,WE,1542,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,06,2,I ST / WORLD ST **,,,,13521163__,.26,07,,01,04,02,01,01,01,05,01,200,FE,N,CR 30 / 18TH AVE,,,,25,35,28,,,N,,200
202013522020-00556,MONMOUTH,WALL TWP,02/20/2020,TH,1623,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 138,E,138,,00000138__,2.92,02,,01,04,02,01,01,01,01,01,75,FE,W,OLD MILL RD,,,,55,35,26,,,N,,195
202013522020-00557,MONMOUTH,WALL TWP,02/19/2020,WE,1712,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 138,E,138,,00000138__,.94,02,,01,04,02,01,01,01,03,01,1320,FE,W,CLUB DR,,,,55,25,26,,,N,,187
202013522020-00561,MONMOUTH,WALL TWP,02/20/2020,TH,1047,01,WALL TWP PD,,0,0,0,0,P,I,N,N,05,2,NJ 18,N,18,,00000018__,5.72,02,,01,04,02,04,01,04,03,01,,AT,,MONMOUTH BLVD,,,,65,25,26,,,N,,169
202013522020-00565,MONMOUTH,WALL TWP,02/20/2020,TH,1755,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 138,E,138,,00000138__,.46,02,,01,04,02,01,03,01,03,01,1320,FE,W,ALLENWOOD RD,,,,55,40,26,,,N,,107
202013522020-00572,MONMOUTH,WALL TWP,02/21/2020,FR,1339,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,ROUTE 524,W,524,,00000524__,36.63,05,,03,04,02,01,01,01,03,01,20,FE,E,NJ 34,,,,45,55,26,,,N,,149
202013522020-00573,MONMOUTH,WALL TWP,02/21/2020,FR,1358,01,WALL TWP PD,,0,0,0,0,P,B,N,N,08,2,2700 ALLAIRE RD,,,,,,08,,01,04,02,01,01,01,05,01,200,FE,E,BAILEYS CORNER RD.,,,,,40,26,,,N,,159
202013522020-00574,MONMOUTH,WALL TWP,02/21/2020,FR,1458,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,NJ 35,N,35,,00000035__,17.17,02,,01,04,02,01,01,01,03,01,,AT,,ROUTE 524 SPUR / ATLANTIC AVE,,,,40,40,26,,,N,,207
202013522020-00576,MONMOUTH,WALL TWP,02/21/2020,FR,1715,01,WALL TWP PD,PATROL,0,1,0,0,I,I,N,N,04,2,MONMOUTH COUNTY 30 II,,30,2,130000302_,.40,05,,01,04,02,01,03,01,05,01,,AT,,CELESTE DR,,,,40,10,26,,,N,,223
202013522020-00577,MONMOUTH,WALL TWP,02/21/2020,FR,1802,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,12,1,NJ 138,E,138,,00000138__,2.30,02,,01,04,02,01,06,01,01,01,100,FE,E,NEW BEDFORD RD,,,,55,35,24,,,N,,203
202013522020-00579,MONMOUTH,WALL TWP,02/21/2020,FR,2213,01,WALL TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 138,E,138,,00000138__,2.91,02,,01,04,02,01,05,01,03,01,100,FE,W,OLD MILL RD,,,,55,25,,,,N,,197
202013522020-00588,MONMOUTH,WALL TWP,02/08/2020,SA,1521,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,MONMOUTH COUNTY 47,W,47,,13000047__,.07,05,,01,04,02,01,01,01,04,01,200,FE,W,NJ 35,,,,35,40,26,,,N,,207
202013522020-00591,MONMOUTH,WALL TWP,02/23/2020,SU,1420,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 34,N,34,,00000034__,1.97,02,,03,04,02,01,01,01,03,01,100,FE,N,,F,ROUTE 524 SPUR,WB,55,,26,,,N,,159
202013522020-00598,MONMOUTH,WALL TWP,02/24/2020,MO,1646,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,NJ 138,W,138,,00000138__,2.28,02,,01,04,02,01,01,01,04,01,,AT,,NEW BEDFORD RD,,,,55,35,26,,,N,,194
202013522020-00608,MONMOUTH,WALL TWP,02/26/2020,WE,0210,01,WALL TWP PD,PATROL DIV,0,1,0,0,I,B,Y,N,06,2,SQUIRREL RD **,,,,13521113__,.01,07,,01,04,02,01,07,01,05,01,75,FE,N,SHORE DR,,,,25,25,26,,,N,,161
202013522020-00609,MONMOUTH,WALL TWP,02/26/2020,WE,0718,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,MONMOUTH COUNTY 18 I,E,18,1,130000181_,5.68,05,,01,04,02,02,01,04,05,01,,AT,,MONMOUTH BLVD,,,,35,25,26,,,N,,208
202013522020-00610,MONMOUTH,WALL TWP,02/26/2020,WE,0735,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,WYCKOFF RD,S,,,13521005__,.06,07,,01,04,02,02,01,05,05,01,300,FE,N,NJ 34,,,,40,55,26,,,N,,182
202013522020-00611,MONMOUTH,WALL TWP,02/26/2020,WE,1009,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,02,2,NJ 34,S,34,,00000034__,2.63,02,,02,04,02,02,01,04,03,01,,AT,,ROUTE 524 / ALLAIRE RD,,,,55,50,26,,,N,,208
202013522020-00612,MONMOUTH,WALL TWP,02/26/2020,WE,1052,01,WALL TWP PD,,0,1,0,0,I,B,N,N,06,2,1701 HWY 71,S,,,,,09,,01,04,02,02,01,05,05,01,15,FE,S,17TH AVENUE,,,,40,25,26,,,N,,182
202013522020-00615,MONMOUTH,WALL TWP,02/26/2020,WE,1508,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,NJ 34,S,34,,00000034__,4.14,02,,01,04,02,02,01,05,03,01,,AT,,I-195 / NJ 138,,,,55,55,26,,,N,,207
202013522020-00624,MONMOUTH,WALL TWP,02/27/2020,TH,1236,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,17.50,02,,01,04,02,01,01,01,05,01,50,FE,N,LAUREL AVE,,,,40,25,26,,,N,,182
202013522020-00633,MONMOUTH,WALL TWP,02/27/2020,TH,2110,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,11,1,NJ 34,N,34,,00000034__,.95,02,,01,04,02,01,07,01,03,01,,AT,,PAYNTERS RD,,,,55,25,51,,,N,NJDOT TRAFFIC LIGHT,196
202013522020-00635,MONMOUTH,WALL TWP,02/28/2020,FR,0820,01,WALL TWP PD,,0,0,0,0,P,B,N,N,06,2,PINE TREE WAY **,S,,,13521026__,.02,07,,01,04,02,01,01,01,05,01,100,FE,N,WOODLAND AVE,,,,25,25,26,,,N,,206
202013522020-00649,MONMOUTH,WALL TWP,02/29/2020,SA,2309,01,WALL TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 35,N,35,,00000035__,18.71,02,,01,04,02,01,07,01,04,01,,AT,,CR 47 / WARREN AVE,,,,40,35,26,,,N,,169
202013522020-00652,MONMOUTH,WALL TWP,03/01/2020,SU,1124,01,WALL TWP PD,,0,0,0,0,P,B,N,N,11,1,2510 BELMAR BLVD,,,,,,09,,02,00,02,01,01,01,05,01,,,,,,,,,,,,,N,MINOR /AINT RUI? TO WOOD RETENTION WALL.,140
202013522020-00662,MONMOUTH,WALL TWP,03/02/2020,MO,0616,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,NJ 138,E,138,,00000138__,.72,02,,01,04,02,01,02,01,03,01,50,FE,E,ALLENWOOD RD,,,,55,35,26,,,N,,164
202013522020-00665,MONMOUTH,WALL TWP,03/02/2020,MO,1246,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 138,E,138,,00000138__,1.17,02,,01,04,02,01,01,01,03,01,100,FE,W,CLUB DR,,,,55,25,26,,,N,,164
202013522020-00671,MONMOUTH,WALL TWP,03/03/2020,TU,1109,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 34,N,34,,00000034__,5.45,02,,01,04,02,01,01,01,03,01,50,FE,S,AIRPORT RD,,,,55,25,26,,,N,,165
202013522020-00675,MONMOUTH,WALL TWP,03/03/2020,TU,1805,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,11,1,NJ 18,N,18,,00000018__,5.15,02,,02,04,02,02,03,01,01,01,50,FE,N,NJ 138,,,,55,55,42,,,N,,208
202013522020-00676,MONMOUTH,WALL TWP,03/03/2020,TU,1744,01,WALL TWP PD,PATROL,0,2,0,0,I,B,N,N,01,2,NJ 18,N,18,,00000018__,5.68,02,,01,04,02,02,03,02,05,01,200,FE,S,MONMOUTH BLVD,,,,55,25,21,,,N,,2?5
202013522020-00677,MONMOUTH,WALL TWP,03/03/2020,TU,1814,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 138,E,138,,00000138__,1.83,02,,02,05,02,02,05,02,03,01,,,,,T,NJ 18,NB,55,,26,,,N,,1?7
202013522020-00687,MONMOUTH,WALL TWP,03/05/2020,TH,2233,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,06,2,GOVERNOURS CROSSING,W,,,,,07,,02,04,02,01,05,01,05,01,1320,FE,W,CONSTITUTION WAY,,,,25,25,26,,,Y,,187
202013522020-00689,MONMOUTH,WALL TWP,03/06/2020,FR,0710,01,WALL TWP PD,,0,0,0,0,P,I,N,N,11,2,ROUTE 549,S,549,,00000549__,15.94,05,,01,04,02,01,01,01,05,01,,AT,,EASY ST,,,,45,25,52,,,N,JCPL UTILITY POLE #JC104WL,165
202013522020-00691,MONMOUTH,WALL TWP,03/06/2020,FR,1103,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 35,N,35,,00000035__,16.45,02,,01,06,02,02,01,02,05,01,100,FE,S,LAKEWOOD RD / MARCELLUS AVE,,,,40,25,21,,,N,,165
202013522020-00693,MONMOUTH,WALL TWP,03/06/2020,FR,1422,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,03,2,BAY PLAZA **,,,,13521107__,.30,07,,01,04,02,02,01,02,05,01,,AT,,SHORE DR,,,,25,25,26,,,N,,208
202013522020-00695,MONMOUTH,WALL TWP,03/06/2020,FR,1602,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,02,2,MONMOUTH COUNTY 18 I,E,18,1,130000181_,6.41,05,,01,04,02,02,01,02,05,01,25,FE,W,BAY PLZ,,,,40,25,26,,,N,,208
202013522020-00697,MONMOUTH,WALL TWP,03/06/2020,FR,1719,01,WALL TWP PD,,0,0,0,0,P,I,N,N,11,1,NJ 35,N,35,,00000035__,17.17,02,,02,05,02,02,01,02,03,01,,AT,,ROUTE 524 SPUR / ATLANTIC AVE,,,,40,35,59,,,N,STOCKADE WOODEN FENCE OF 2257 MEETINGHOUSE RD.,165
202013522020-00698,MONMOUTH,WALL TWP,03/06/2020,FR,1829,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,01,2,NJ 33,E,33,,00000033__,35.85,02,,01,04,02,02,06,02,03,01,,AT,,NJ 34,,,,55,55,26,,,N,,207
202013522020-00700,MONMOUTH,WALL TWP,03/06/2020,FR,2100,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,11,1,MONMOUTH COUNTY 21,E,21,,13000021__,7.60,05,,03,05,02,02,05,02,05,01,200,FE,W,SANDPIPER WAY,,,,25,10,60,,,N,TREE AND FRONT LAWN OF 3322 ALLENWOOD LAKEWOOD RD SUFFERED MINOR DAMAGE.,208
202013522020-00708,MONMOUTH,WALL TWP,03/07/2020,SA,1427,01,WALL TWP PD,,0,0,0,0,P,B,N,N,02,2,SEA GIRT AVE,W,,,13521308__,.06,07,,01,04,02,01,01,01,05,01,300,FE,E,NJ 35,,,,40,,,,,N,,137
202013522020-00709,MONMOUTH,WALL TWP,03/07/2020,SA,1523,01,WALL TWP PD,,0,0,0,0,P,B,N,N,01,2,NJ 138,E,138,,00000138__,2.26,02,,01,04,02,01,01,01,03,01,100,FE,W,NEW BEDFORD RD,,,,55,35,26,,,N,,165
202013522020-00712,MONMOUTH,WALL TWP,03/07/2020,SA,1937,01,WALL TWP PD,PATROL,0,0,0,0,P,I,Y,N,02,2,NJ 33,W,33,,00000033__,35.85,02,,02,04,02,01,05,01,03,01,,AT,,NJ 34,,,,25,55,26,,,N,,188
202013522020-00720,MONMOUTH,WALL TWP,03/09/2020,MO,0321,01,WALL TWP PD,,0,0,0,0,P,B,N,N,12,1,NJ 70,W,70,,00000070__,59.34,02,,01,04,02,01,06,01,01,01,2640,FE,W,NJ 34 / NJ 35,,,,55,55,24,,,N,,202
202013522020-00724,MONMOUTH,WALL TWP,03/09/2020,MO,0339,01,WALL TWP PD,,0,0,0,0,P,I,N,N,01,2,NJ 34,,34,,00000034__,3.16,02,,02,04,02,01,01,01,03,,,AT,,ALLENWOOD GLENDOLA RD,,,,50,,,,,N,,#160
202013522020-00728,MONMOUTH,WALL TWP,03/09/2020,MO,1255,01,WALL TWP PD,PATROL,0,0,0,0,P,I,N,N,03,2,NJ 33,S,33,,00000033__,35.76,02,,01,04,02,01,01,01,03,01,,AT,,ROUTE 547 / ASBURY RD,,,,50,50,26,,,N,,194
202013522020-00732,MONMOUTH,WALL TWP,03/09/2020,MO,1750,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 35,S,35,,00000035__,17.50,02,,01,04,02,01,01,01,04,01,500,FE,N,SEA GIRT AVE,,,,45,35,26,,,N,,201
202013522020-00736,MONMOUTH,WALL TWP,03/10/2020,TU,0630,01,WALL TWP PD,,0,0,0,0,P,B,N,N,12,1,MONMOUTH COUNTY 30 II,,30,2,130000302_,1.37,05,,01,00,02,01,03,01,05,01,200,FE,E,BAILEYS CORNER RD,,,,40,40,24,,,N,,140
202013522020-00737,MONMOUTH,WALL TWP,03/10/2020,TU,0840,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,ROUTE 524,W,524,,00000524__,38.54,05,,01,04,02,01,01,01,05,01,50,FE,E,S MANOR CT,,,,40,25,26,,,N,MAILBOX 2610 ALLAIRE RD WALL NJ 07719,153
202013522020-00738,MONMOUTH,WALL TWP,03/10/2020,TU,1024,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,NJ 138,W,138,,00000138__,.71,02,,01,04,02,01,01,01,01,01,3,FE,E,ALLENWOOD RD,,,,55,35,26,,,N,,194
202013522020-00742,MONMOUTH,WALL TWP,03/10/2020,TU,1357,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,08,2,ELIZABETH CT / MARIETTA RD / SEIBLE RD **,W,,,13521154__,.11,07,,01,04,02,01,01,01,05,01,30,FE,E,ELIZABETH CT,,,,25,25,28,,,N,,194
202013522020-00926,MONMOUTH,WALL TWP,04/13/2020,MO,2113,01,WALL TWP PD,PATROL,0,1,0,0,I,B,N,N,11,3,NJ 70,W,70,,00000070__,59.59,02,,01,04,02,01,07,01,01,01,1320,FE,W,NJ 34 / NJ 35,,,,55,55,,,,N,VEHICLE 1 COLLIDED WITH POLE # VZ4667 SNAPPING IT IN HALF. VEHICLE 1 PUSHED VEH?,
202013522020-00947,MONMOUTH,WALL TWP,04/16/2020,TH,1211,01,WALL TWP PD,PATROL,0,0,0,0,P,B,N,N,01,2,ROUTE 547,N,547,,00000547__,20.42,05,,01,04,02,01,01,01,04,01,100,FE,S,NJ 33,,,,35,,26,,,N,,175
